Distance_(µm),Gray_Value
118.285,205.899
119.142,205.935
119.999,206.038
120.856,206.071
121.714,206.080
122.571,206.059
123.428,206.124
124.285,206.000
125.142,205.822
125.999,205.817
126.856,205.749
127.713,205.583
128.571,205.607
129.428,205.580
130.285,205.571
131.142,205.636
131.999,205.713
132.856,205.701
133.713,205.692
134.571,205.710
135.428,205.630
136.285,205.467
137.142,206.127
137.999,206.068
138.856,205.935
139.713,205.959
140.571,206.009
141.428,205.926
142.285,205.822
143.142,205.630
143.999,205.675
144.856,205.444
145.713,205.396
146.570,205.459
147.428,205.636
148.285,205.648
149.142,205.598
149.999,205.609
150.856,205.757
151.713,205.737
152.570,205.672
153.428,205.754
154.285,205.867
155.142,205.941
155.999,205.944
156.856,205.870
157.713,205.879
158.570,205.852
159.428,205.950
160.285,206.077
161.142,206.074
161.999,206.006
162.856,206.027
163.713,206.154
164.570,206.112
165.428,205.991
166.285,205.837
167.142,205.861
167.999,205.935
168.856,205.725
169.713,205.320
170.570,204.988
171.427,205.213
172.285,204.867
173.142,204.808
173.999,205.251
174.856,205.722
175.713,205.962
176.570,206.269
177.427,206.583
178.285,206.568
179.142,206.376
179.999,206.308
180.856,206.246
181.713,206.018
182.570,205.754
183.427,205.751
184.285,205.941
185.142,206.098
185.999,205.967
186.856,205.967
187.713,206.166
188.570,206.213
189.427,206.021
190.285,206.109
191.142,206.441
191.999,206.101
192.856,206.101
193.713,206.183
194.570,206.462
195.427,206.639
196.284,206.645
197.142,206.757
197.999,206.796
198.856,206.760
199.713,206.793
200.570,206.905
201.427,206.858
202.284,206.598
203.142,206.435
203.999,206.515
204.856,206.790
205.713,206.225
206.570,206.290
207.427,206.453
208.284,206.601
209.142,206.698
209.999,206.630
210.856,206.524
211.713,206.447
212.570,206.444
213.427,206.423
214.284,206.396
215.141,206.417
215.999,206.405
216.856,206.556
217.713,206.672
218.570,206.805
219.427,207.086
220.284,206.932
221.141,206.985
221.999,207.157
222.856,207.272
223.713,207.260
224.570,207.142
225.427,207.086
226.284,206.867
227.141,206.908
227.999,207.041
228.856,206.997
229.713,206.825
230.570,206.805
231.427,207.074
232.284,207.462
233.141,207.675
233.999,207.435
234.856,207.379
235.713,207.734
236.570,208.130
237.427,208.219
238.284,207.988
239.141,207.749
239.998,207.985
240.856,208.163
241.713,208.287
242.570,208.083
243.427,207.781
244.284,207.639
245.141,207.769
245.998,208.036
246.856,207.393
247.713,207.399
248.570,207.565
249.427,207.790
250.284,207.615
251.141,206.893
251.998,206.133
252.856,205.704
253.713,205.695
254.570,205.636
255.427,203.598
256.284,200.115
257.141,197.547
257.998,195.124
258.855,190.612
259.713,185.926
260.570,174.737
261.427,161.882
262.284,141.917
263.141,120.231
263.998,98.627
264.855,77.018
265.713,57.959
266.570,46.373
267.427,40.515
268.284,42.349
269.141,50.180
269.998,62.867
270.855,74.314
271.713,84.840
272.570,97.926
273.427,109.408
274.284,126.553
275.141,144.651
275.998,167.784
276.855,186.769
277.713,202.334
278.570,214.589
279.427,220.077
280.284,219.959
281.141,218.683
281.998,217.257
282.855,215.746
283.712,215.414
284.570,216.509
285.427,218.488
286.284,220.633
287.141,222.095
287.998,224.012
288.855,224.601
289.712,224.796
290.570,223.944
291.427,222.266
292.284,219.959
293.141,217.275
293.998,215.305
294.855,213.231
295.712,212.296
296.570,211.148
297.427,210.296
298.284,209.722
299.141,209.393
299.998,209.296
300.855,209.405
301.712,210.098
302.569,210.491
303.427,211.195
304.284,211.911
305.141,212.293
305.998,212.373
306.855,212.160
307.712,211.861
308.569,211.538
309.427,211.243
310.284,210.444
311.141,209.536
311.998,209.018
312.855,208.583
313.712,208.112
314.569,207.722
315.427,208.228
316.284,208.538
317.141,209.157
317.998,209.882
318.855,210.148
319.712,209.997
320.569,209.885
321.427,209.867
322.284,208.879
323.141,208.367
323.998,207.896
324.855,207.737
325.712,207.743
326.569,208.068
327.426,208.586
328.284,209.151
329.141,209.592
329.998,209.669
330.855,209.740
331.712,209.609
332.569,209.257
333.426,208.822
334.284,208.580
335.141,208.607
335.998,208.512
336.855,208.503
337.712,208.615
338.569,208.757
339.426,208.896
340.284,209.000
341.141,209.178
341.998,209.438
342.855,209.281
343.712,209.130
344.569,209.115
345.426,209.033
346.284,208.944
347.141,208.820
347.998,208.799
348.855,208.888
349.712,208.929
350.569,208.873
351.426,208.834
352.283,208.870
353.141,208.950
353.998,208.920
354.855,208.947
355.712,209.109
356.569,209.195
357.426,209.145
358.283,209.249
359.141,209.503
359.998,209.589
360.855,209.769
361.712,209.899
362.569,210.012
363.426,209.840
364.283,209.680
365.141,209.675
365.998,209.802
366.855,209.763
367.712,209.624
368.569,209.624
369.426,209.760
370.283,209.438
371.141,209.565
371.998,209.577
372.855,209.435
373.712,209.257
374.569,209.234
375.426,209.186
376.283,209.104
377.140,209.494
377.998,209.459
378.855,209.402
379.712,209.376
380.569,209.426
381.426,209.553
382.283,209.675
383.140,209.781
383.998,209.751
384.855,209.778
385.712,209.766
386.569,209.772
387.426,209.657
388.283,209.382
389.140,209.266
389.997,209.234
390.855,209.562
391.712,209.683
392.569,209.734
393.426,209.778
394.283,209.825
395.140,209.944
395.997,209.917
396.855,209.766
397.712,209.799
398.569,209.624
399.426,209.609
400.283,209.731
401.140,209.654
401.997,209.506
402.855,209.589
403.712,209.781
404.569,209.598
405.426,209.725
406.283,209.689
407.140,209.704
407.997,209.740
408.855,209.716
409.712,209.743
410.569,209.601
411.426,209.787
412.283,209.737
413.140,209.609
413.997,209.562
414.854,209.550
415.712,209.541
416.569,209.503
417.426,209.467
418.283,209.601
419.140,209.609
419.997,209.784
420.854,209.905
421.712,209.811
422.569,209.550
423.426,209.648
424.283,209.817
425.140,209.467
425.997,209.580
426.854,209.737
427.712,209.784
428.569,209.852
429.426,209.855
430.283,209.855
431.140,209.864
431.997,210.136
432.854,210.053
433.712,210.000
434.569,209.964
435.426,209.896
436.283,209.716
437.140,209.648
437.997,209.645
438.854,209.828
439.711,209.621
440.569,209.604
441.426,209.811
442.283,209.893
443.140,209.858
443.997,209.822
444.854,209.935
445.711,209.784
446.569,209.790
447.426,209.796
448.283,209.716
449.140,209.633
449.997,209.607
450.854,209.580
451.711,209.583
452.569,209.571
453.426,209.186
454.283,209.251
455.140,209.689
455.997,209.787
456.854,209.450
457.711,209.322
458.569,209.586
459.426,209.429
460.283,209.533
461.140,209.536
461.997,209.530
462.854,209.598
463.711,209.843
464.568,210.027
465.426,210.124
466.283,209.861
467.140,209.618
467.997,209.754
468.854,210.080
469.711,209.941
470.568,209.536
471.426,209.595
472.283,210.033
473.140,210.423
473.997,210.033
474.854,209.657
475.711,209.834
476.568,210.595
477.426,211.050
478.283,210.630
479.140,209.970
479.997,210.299
480.854,210.328
481.711,210.207
482.568,209.876
483.425,209.772
484.283,209.891
485.140,209.905
485.997,209.763
486.854,209.373
487.711,210.012
488.568,210.536
489.425,210.284
490.283,209.396
491.140,208.148
491.997,207.000
492.854,206.257
493.711,204.509
494.568,202.784
495.425,197.834
496.283,191.879
497.140,188.050
497.997,182.592
498.854,170.092
499.711,157.195
500.568,135.746
501.425,116.130
502.283,91.328
503.140,71.053
503.997,54.624
504.854,42.657
505.711,39.311
506.568,41.719
507.425,51.633
508.282,62.391
509.140,76.195
509.997,89.376
510.854,101.731
511.711,115.524
512.568,136.151
513.425,155.834
514.282,179.571
515.140,197.207
515.997,215.308
516.854,223.219
517.711,224.876
518.568,224.926
519.425,222.642
520.282,219.254
521.140,218.414
521.997,218.695
522.854,219.716
523.711,221.580
524.568,223.624
525.425,225.112
526.282,225.917
527.139,226.121
527.997,225.071
528.854,223.704
529.711,221.707
530.568,219.574
531.425,217.592
532.282,215.636
533.139,214.065
533.997,213.189
534.854,211.982
535.711,211.609
