Distance_(µm),Gray_Value
281.829,254.000
282.683,254.000
283.537,254.000
284.391,254.000
285.245,254.000
286.099,254.000
286.953,254.000
287.807,254.000
288.661,254.000
289.515,254.000
290.369,254.000
291.223,254.000
292.077,254.000
292.931,254.000
293.785,254.000
294.639,254.000
295.493,254.000
296.347,254.000
297.201,254.000
298.055,254.000
298.909,254.000
299.763,254.000
300.617,254.000
301.471,254.000
302.325,254.000
303.179,254.000
304.033,254.000
304.887,254.000
305.741,254.000
306.595,254.000
307.449,254.000
308.303,254.000
309.158,254.000
310.012,254.000
310.866,254.000
311.720,254.000
312.574,254.000
313.428,254.000
314.282,254.000
315.136,254.000
315.990,254.000
316.844,254.000
317.698,254.000
318.552,254.000
319.406,254.000
320.260,254.000
321.114,254.000
321.968,254.000
322.822,254.000
323.676,254.000
324.530,254.000
325.384,254.000
326.238,254.000
327.092,254.000
327.946,254.000
328.800,254.000
329.654,254.000
330.508,254.000
331.362,254.000
332.216,254.000
333.070,254.000
333.924,254.000
334.778,254.000
335.632,254.000
336.486,254.000
337.340,254.000
338.194,254.000
339.048,254.000
339.902,254.000
340.757,254.000
341.611,254.000
342.465,254.000
343.319,254.000
344.173,254.000
345.027,254.000
345.881,254.000
346.735,254.000
347.589,254.000
348.443,254.000
349.297,254.000
350.151,254.000
351.005,254.000
351.859,254.000
352.713,254.000
353.567,254.000
354.421,254.000
355.275,254.000
356.129,254.000
356.983,254.000
357.837,254.000
358.691,254.000
359.545,254.000
360.399,254.000
361.253,254.000
362.107,254.000
362.961,254.000
363.815,254.000
364.669,254.000
365.523,254.000
366.377,254.000
367.231,254.000
368.085,254.000
368.939,254.000
369.793,254.000
370.647,254.000
371.501,254.000
372.355,254.000
373.209,254.000
374.064,254.000
374.918,254.000
375.772,254.000
376.626,254.000
377.480,254.000
378.334,254.000
379.188,254.000
380.042,254.000
380.896,254.000
381.750,254.000
382.604,254.000
383.458,254.000
384.312,254.000
385.166,254.000
386.020,254.000
386.874,254.000
387.728,254.000
388.582,254.000
389.436,254.000
390.290,254.000
391.144,254.000
391.998,254.000
392.852,254.000
393.706,254.000
394.560,254.000
395.414,254.000
396.268,254.000
397.122,254.000
397.976,254.000
398.830,254.000
399.684,254.000
400.538,254.000
401.392,254.000
402.246,254.000
403.100,254.000
403.954,254.000
404.808,254.000
405.662,254.000
406.517,254.000
407.371,254.000
408.225,254.000
409.079,254.000
409.933,254.000
410.787,254.000
411.641,254.000
412.495,254.000
413.349,254.000
414.203,254.000
415.057,254.000
415.911,254.000
416.765,254.000
417.619,254.000
418.473,254.000
419.327,254.000
420.181,254.000
421.035,254.000
421.889,254.000
422.743,254.000
423.597,254.000
424.451,254.000
425.305,254.000
426.159,254.000
427.013,254.000
427.867,254.000
428.721,254.000
429.575,254.000
430.429,254.000
431.283,254.000
432.137,254.000
432.991,254.000
433.845,254.000
434.699,254.000
435.553,254.000
436.407,254.000
437.261,254.000
438.115,254.000
438.970,254.000
439.824,254.000
440.678,254.000
441.532,254.000
442.386,254.000
443.240,254.000
444.094,254.000
444.948,254.000
445.802,254.000
446.656,254.000
447.510,254.000
448.364,254.000
449.218,254.000
450.072,254.000
450.926,254.000
451.780,254.000
452.634,254.000
453.488,254.000
454.342,254.000
455.196,254.000
456.050,254.000
456.904,254.000
457.758,254.000
458.612,254.000
459.466,254.000
460.320,254.000
461.174,254.000
462.028,254.000
462.882,254.000
463.736,254.000
464.590,254.000
465.444,254.000
466.298,254.000
467.152,254.000
468.006,254.000
468.860,254.000
469.714,254.000
470.568,254.000
471.423,254.000
472.277,254.000
473.131,254.000
473.985,254.000
474.839,254.000
475.693,254.000
476.547,254.000
477.401,254.000
478.255,254.000
479.109,254.000
479.963,254.000
480.817,254.000
481.671,254.000
482.525,254.000
483.379,254.000
484.233,254.000
485.087,254.000
485.941,254.000
486.795,254.000
487.649,254.000
488.503,254.000
489.357,254.000
490.211,254.000
491.065,254.000
491.919,254.000
492.773,254.000
493.627,254.000
494.481,254.000
495.335,254.000
496.189,254.000
497.043,254.000
497.897,253.920
498.751,243.436
499.605,219.702
500.459,182.564
501.313,135.947
502.167,87.604
503.021,47.071
503.876,23.640
504.730,16.271
505.584,21.684
506.438,33.596
507.292,45.640
508.146,57.182
509.000,64.707
509.854,87.796
510.708,130.062
511.562,194.093
512.416,249.182
513.270,254.644
514.124,252.600
514.978,253.942
515.832,252.756
516.686,254.427
517.540,253.511
518.394,254.000
519.248,254.000
520.102,254.000
520.956,254.000
521.810,254.000
522.664,254.000
523.518,254.000
524.372,254.000
525.226,254.000
526.080,254.000
526.934,254.000
527.788,254.000
528.642,254.000
529.496,254.000
530.350,254.000
531.204,254.000
532.058,254.000
532.912,254.000
533.766,254.000
534.620,254.000
535.474,254.000
536.328,254.000
537.183,254.000
538.037,254.000
538.891,254.000
539.745,254.000
540.599,254.000
541.453,254.000
542.307,254.000
543.161,254.000
544.015,254.000
544.869,254.000
545.723,254.000
546.577,254.000
547.431,254.000
548.285,254.000
549.139,254.000
549.993,254.000
550.847,254.000
551.701,254.000
552.555,254.000
553.409,254.000
554.263,254.000
555.117,254.000
555.971,254.000
556.825,254.000
557.679,254.000
558.533,254.000
559.387,254.000
560.241,254.000
561.095,254.000
561.949,254.000
562.803,254.000
